Elements	S100001	S100003	S100009	S100015	S100016	S100043	S100046	S100047	S100048	S100049	S100051	S100052	S100058	S100060	S100062	S100065	S100068	S100070	S100071	S100072	S100074	S100075	S100077	S100078	S100080	S100083	S100084	S100085	S100086	S100087	S100088	S100089	S100090	S100091	S100092	S100095	S100096	S100099	S100100	S100101	S100102	S100104	S100105	S100106	S100107	S100109	S100115	S100117	S100128	S100143	S100144	S100150	S100151	S100154	S100155	S100156	S100158	S100160	S100161	S100162	S100163	S100164	S100165	S100166	S100167	S100168	S100169	S100170	S100171	S100172	S100173	S100174	S100175	S100176	S100177	S100178	S100180	S100181	S100182	S100183	S100184	S100187	S100188	S100190	S100191	S100192	S100195	S100196	S100197	S100198	S100200	S100202	S100203	S100204	S100205	S100206	S100207	S100209	S100210	S100211	S100212	S100214	S100216	S100217	S100219	S100220	S100221	S100222	S100224	S100225	S100226	S100227	S100228	S100229	S100233	S100234	S7003A	S7003B	S7007	S7010	S7016	S7018	S7021	S7022	S7035	S7037	S7039	S7043	S7049	S7052	S7059	S7061	S7064	S7072	S7077A	S7077B	S7079	S7085	S7094A	S7094B	S7094C	S7095	S7097	S7102	S7111	S7116	S7117	S7123	S7124	S7125	S7126	S7129	S7130	S7134	S7135	S7141	S7145	S7153	S7154	S7156	S7160	S7164	S7168	S7174	S7175A	S7175B	S7178A	S7178B	S7181	S7185	S7200	S7221	S7225	S7228	S7233	S7242A	S7242B	S7250	S7251	S7265	S7267	S7284	S7287	S7295	S7298	S7313	S7325	S7347	S7352	S7355	S7356	S7360	S7361	S7365	S7385	S7429	S7454	S7584	S7594	S7610	S7614	S7615	S7621	S7624	S7632	S7662	S7664	S7749	S7775	S7844	S7848	S7855	S7858	S7859	S7860	S7861	S7862	S7870	S7871	S7879	S7899	S7904	S7906	S7908	S7909	S7910	S7911	S7912
Cupriavidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Delftia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister	0	33	0	0	0	0	0	21	0	2	0	1	0	7	0	27	0	0	0	12	0	0	6	13	0	9	20	0	0	0	0	0	7	11	27	0	0	0	0	43	13	0	41	18	0	41	0	0	0	25	0	13	0	11	0	0	34	0	4	0	0	0	0	0	0	0	1	0	0	7	1	74	16	0	6	41	0	3	0	0	103	0	25	1	3	0	0	0	0	34	0	61	0	64	0	2	0	0	0	34	0	0	20	0	5	0	0	0	0	2	0	0	3	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	1	0	12	4	3	125	1	0	0	0	2	0	4	1	4	0	0	42	0	0	0	0	0	0	6	59	0	0	5	2	0	0	192	2	0	0	17	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	13	17	0	1	0	26	0	0	7	0	0	10	0	0	0	15	19	0	0	0	0	0	0	80	75	78	0	0	27	33	11
Dorea	57	26	5	34	14	0	60	0	21	12	54	41	77	0	43	16	25	0	62	0	0	1	0	28	32	28	69	7	38	22	4	22	10	2	41	10	167	30	0	36	8	50	2	26	19	31	0	29	69	0	0	53	61	16	51	184	69	0	8	17	64	3	89	38	37	34	0	49	46	42	21	2	2	0	0	16	0	7	36	39	145	1	3	122	6	0	111	63	3	0	83	0	44	195	49	33	49	0	0	36	28	0	1	89	47	16	0	33	18	1	39	0	38	10	12	193	17	1	0	18	0	5	5	82	0	65	34	46	2	0	1	0	1	0	0	18	9	14	7	19	15	0	30	101	13	0	65	190	112	0	343	38	1	7	0	2	39	95	131	51	4	0	15	86	0	20	32	18	0	0	0	6	0	45	0	0	0	103	0	39	0	0	0	4	14	22	1	2	0	19	23	2	19	4	6	5	4	6	0	29	0	0	23	0	10	8	44	31	0	69	21	29	6	68	36	71	59	30	1	9	28	21	34	124	12	70	234	44
Dyella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dysgonomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eggerthella	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	3	0
Enhydrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus	76	0	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	1	0	0	0	23	0	0	0	2	1	0	14	0	0	0	0	17	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	52	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	13	87	7	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	1	0
Enterorhabdus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erysipelotrichaceae_incertae_sedis	4	3	2	1	0	21	5	0	1	1	4	0	47	12	7	9	51	0	3	11	2	38	1	3	11	1	3	9	2	5	0	0	0	1	1	2	3	24	10	3	26	0	5	6	8	12	1	0	8	33	2	2	17	2	2	0	4	0	12	1	5	2	0	2	29	42	6	7	16	0	0	3	0	0	5	1	13	8	2	8	1	0	1	1	0	80	50	86	6	9	13	30	20	1	0	0	0	69	57	0	0	7	0	19	0	0	24	6	1	37	0	6	54	0	9	0	4	9	7	0	2	12	22	17	1	35	1	12	14	32	0	0	0	65	0	5	13	3	0	3	0	0	13	0	6	1	2	9	1	0	0	2	5	1	3	11	0	44	24	6	0	2	3	8	3	2	2	8	10	4	5	3	0	0	0	1	2	7	38	1	4	0	3	1	0	1	2	0	0	1	2	1	0	0	1	0	4	2	1	0	0	10	1	15	3	1	1	1	41	0	22	3	0	2	3	1	0	57	0	0	0	1	2	0	9	0	45	1
Escherichia_Shigella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ethanoligenens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	2	3	5	0	0	1	0	0	0	0	0	0	0
Eubacterium	0	2	0	3	0	0	3	1	0	6	4	1	1	0	2	2	0	0	0	0	0	0	2	1	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	1	0	0	0	3	0	0	5	0	0	1	0	0	0	3	1	5	0	0	0	1	1	4	0	0	0	0	0	0	3	0	1	0	0	0	2	0	0	1	0	1	0	0	0	2	0	0	0	6	0	0	0	0	0	0	12	0	2	0	1	0	0	2	0	0	1	2	0	0	0	0	0	0	1	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	1	1	1	0	4	4	3	0	0	0	0	10	5	11	4	1	0
Faecalibacterium	7	125	1	30	266	42	0	176	334	114	49	12	0	352	367	55	180	84	160	120	60	0	91	75	27	76	93	128	92	199	76	108	213	204	96	191	172	82	0	92	0	13	26	86	138	101	0	2	45	83	5	164	20	141	53	17	141	0	112	42	3	0	82	138	0	116	52	194	14	45	69	181	42	22	0	125	0	35	23	123	0	1	48	37	186	0	31	11	345	234	268	0	89	10	1	159	85	0	0	0	241	649	24	3	66	22	0	222	82	17	70	0	30	86	16	174	0	0	0	0	16	0	184	0	0	324	125	452	9	0	0	0	0	1	1	43	82	0	0	0	0	0	146	302	127	0	256	478	307	15	41	279	7	31	0	8	149	8	1050	337	0	0	204	817	51	9	39	59	12	89	0	960	0	524	44	1	0	1132	0	678	275	0	19	0	95	38	0	7	0	99	88	17	35	117	5	40	3	48	0	78	0	0	141	26	0	30	81	7	29	195	110	86	303	148	107	17	290	10	4	82	144	120	261	346	19	182	14	117
Finegoldia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavonifractor	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	5	1	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	3	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	2	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	0	83	2	0	2	14	0	0	0	0	0	0	0	0	0	0	0	26	2	1	0	0	6	0	52	0	0	0	0	0	0	1	59	0	0	5	0	0	0	0	4	0	0	0	0	0	3	2	0	622	0	0	0	0	2	0	0	0	11	0	2	0	0	0	1	0	0	2	0	0	0	0	0	1	0	34	0	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gemella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	8	3	0	0	0	0	3	1	0	0	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemmiger	0	0	6	32	5	0	0	0	7	2	7	6	0	0	0	0	0	0	22	3	0	0	2	0	0	77	0	2	20	4	0	14	0	18	1	0	7	4	0	0	0	54	1	6	0	4	0	2	22	0	0	0	0	11	4	0	43	0	25	44	0	39	0	0	8	0	0	0	17	2	16	0	0	0	0	9	0	0	15	0	0	0	0	1	0	0	9	0	0	31	9	0	40	0	16	0	14	0	0	0	0	0	0	16	0	10	0	8	18	0	0	0	1	25	1	0	0	0	0	0	0	0	13	0	0	0	21	80	0	1	0	0	0	0	0	3	7	0	0	0	0	0	37	36	0	0	0	40	22	0	2	0	0	0	0	1	1	6	9	1	0	0	38	7	0	0	0	0	0	4	0	5	0	3	1	0	0	2	0	0	0	0	23	0	0	0	0	0	0	0	28	0	2	5	0	0	0	0	0	0	0	0	10	0	0	14	13	0	0	25	27	2	9	5	0	20	16	40	0	29	13	62	23	0	2	35	1	37
Guggenheimella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	0	120	5	33	0	0	0	0	0	5	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	3	9	0	0	37	1	0	0	0	0	2	117	0	0	4	0	23	0	1	0	4	29	92	2	0	7	11	0	0	0	0	0	0	8	0	0	5	4	0	1	0	0	1	0	3	0	0	1	2	2	0	0	0	0	5	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Herbaspirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herminiimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hespellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holdemania	0	0	0	2	0	3	0	3	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	1	0	0	0	2	1	0	1	0	5	3	2	0	0	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	0	0	7	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4	0	3	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	2	2	3	0	0	0	0	0	1	0	0	0	0	2	3	7	2	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0
